Temperature_C,Humidity_%,AB1_Students,AB2_Students,AB3_Students,AB4_Students,AB5_Students,MAB1_Students,MAB2_Students,MAB3_Students,MAB4_Students,Active_Windows_Labs,Active_Mac_Labs,Central_Library_Occupancy,Admin_Office_Staff,Glass_Cafeteria_Occupancy,Open_Cafeteria_Occupancy,Auditorium_Active,Boys_Hostel_Load_kWh,Girls_Hostel_Load_kWh,Solar_Generation_kWh,Year,Month,Day_Of_Month,Hour,Day_Encoded,Total_AB_Students,Total_MAB_Students,Total_Students,Total_Hostel_Load,Total_Active_Labs
32.8,40,71,103,72,70,93,78,91,76,78,0,0,138,5,187,80,0,517,513,0,2026,4,18,19,2,409,323,732,1030,0
25.5,38,253,195,159,201,237,175,168,175,182,1,0,82,5,37,17,0,332,306,126,2026,1,18,10,3,1045,700,1745,638,1
28.5,42,1716,1466,1284,1304,1524,1319,1237,1135,1359,35,33,219,180,66,29,0,308,274,153,2026,2,19,10,4,7294,5050,12344,582,68
28.1,39,91,93,96,73,105,71,73,66,55,0,0,180,5,86,31,0,431,418,56,2026,1,11,17,3,458,265,723,849,0
26.3,55,516,435,388,425,375,370,371,394,499,0,0,40,5,163,59,0,394,332,25,2026,1,13,7,5,2139,1634,3773,726,0
26.4,50,158,161,169,143,181,152,149,157,133,0,0,8,5,20,10,0,513,441,13,2026,2,26,6,4,812,591,1403,954,0
30.7,38,1425,1288,1078,1179,1316,961,817,955,1037,7,13,80,5,138,65,0,450,429,100,2026,3,2,8,1,6286,3770,10056,879,20
34.5,44,86,93,70,70,95,72,63,73,87,0,0,89,5,190,68,0,561,515,0,2026,5,24,19,3,414,295,709,1076,0
32.2,54,139,217,180,145,178,147,134,146,157,0,0,277,5,271,111,0,553,519,0,2026,6,29,20,1,859,584,1443,1072,0
33.7,43,158,132,174,162,170,135,150,121,175,0,0,60,5,95,34,0,494,477,80,2026,6,7,8,3,796,581,1377,971,0
27.7,39,1419,1538,1480,894,1363,1027,1069,999,1140,31,27,302,180,128,55,0,338,319,87,2026,1,30,16,0,6694,4235,10929,657,58
33.5,38,188,218,153,157,150,141,126,157,152,0,0,216,5,292,109,0,513,428,0,2026,3,5,20,4,866,576,1442,941,0
33.0,38,699,667,444,571,621,531,511,433,511,5,9,315,5,240,111,0,559,467,0,2026,4,21,19,5,3002,1986,4988,1026,14
37.9,38,1629,2020,1577,1683,1501,1468,1216,1352,1293,36,23,120,180,140,63,0,402,365,143,2026,5,5,9,5,8410,5329,13739,767,59
27.8,39,598,590,604,559,686,347,349,460,594,15,6,325,180,138,48,0,404,381,67,2026,1,19,17,1,3037,1750,4787,785,21
27.9,46,0,7,29,23,12,28,0,14,1,0,0,8,5,20,10,0,514,527,0,2026,3,9,2,1,71,43,114,1041,0
31.6,38,2415,2003,1671,1840,1878,1116,1640,1575,1896,31,26,377,180,70,27,0,358,313,257,2026,3,19,11,4,9807,6227,16034,671,57
27.9,47,6,1,18,24,14,24,32,6,20,0,0,15,5,20,10,0,417,483,0,2026,2,9,22,1,63,82,145,900,0
33.2,49,1801,1253,1520,1321,1287,1097,1398,1208,1141,31,37,245,180,59,24,0,422,329,351,2026,6,23,11,5,7182,4844,12026,751,68
24.1,56,151,193,135,142,149,110,141,170,198,0,0,1,5,20,10,0,467,468,15,2026,1,28,6,6,770,619,1389,935,0
30.7,58,36,38,4,16,1,25,33,34,16,0,0,2,5,20,10,0,691,656,0,2026,6,2,22,5,95,108,203,1347,0
37.2,38,1474,1294,1440,998,1620,1175,1198,1348,1410,26,33,475,180,121,58,0,364,392,154,2026,5,5,16,5,6826,5131,11957,756,59
20.7,64,19,5,32,13,9,34,20,25,37,0,0,2,5,20,10,0,452,450,0,2026,1,18,3,3,78,116,194,902,0
31.7,50,654,754,874,709,767,576,576,617,513,44,40,234,180,421,163,0,411,427,409,2026,6,25,12,4,3758,2282,6040,838,84
29.9,54,15,35,8,19,36,26,28,5,40,0,0,6,5,20,10,0,558,506,0,2026,3,8,4,3,113,99,212,1064,0
30.9,53,31,17,27,3,16,0,27,29,10,0,0,1,5,20,10,0,573,552,0,2026,5,25,4,1,94,66,160,1125,0
33.0,38,1601,1382,1545,1282,1331,980,1330,1191,1307,37,27,203,180,67,27,0,352,364,153,2026,3,3,10,5,7141,4808,11949,716,64
28.4,38,1241,1040,1642,972,1302,826,798,1062,1148,46,41,324,180,81,41,0,355,290,228,2026,2,25,14,6,6197,3834,10031,645,87
35.4,43,114,105,115,105,105,98,89,112,131,3,8,195,5,260,99,0,395,333,360,2026,6,6,13,2,544,430,974,728,11
32.2,52,1515,1203,1338,1078,1459,1146,1092,1038,1430,29,31,250,180,68,26,0,437,427,262,2026,6,16,10,5,6593,4706,11299,864,60
23.8,52,23,24,9,11,2,35,26,14,20,0,0,7,5,20,10,0,510,508,0,2026,1,18,22,3,69,95,164,1018,0
30.0,50,22,27,13,9,25,32,27,32,21,0,0,1,5,20,10,0,563,532,0,2026,4,3,3,0,96,112,208,1095,0
28.4,38,585,558,672,459,547,456,489,474,431,1,0,275,5,267,101,0,467,447,35,2026,2,18,18,6,2821,1850,4671,914,1
30.0,43,38,1,8,7,26,27,25,31,3,0,0,1,5,20,10,0,593,547,0,2026,4,25,5,2,80,86,166,1140,0
33.6,57,27,23,20,24,26,23,17,21,23,0,0,95,5,163,60,0,532,516,0,2026,6,14,20,3,120,84,204,1048,0
27.2,52,29,1,4,40,29,24,21,25,12,0,0,12,5,20,10,0,580,482,0,2026,3,14,4,2,103,82,185,1062,0
26.7,51,7,20,21,29,9,7,23,2,13,0,0,3,5,30,6,0,498,428,12,2026,1,5,6,1,86,45,131,926,0
27.6,49,18,28,32,31,6,9,23,21,8,0,0,3,5,20,10,0,494,494,0,2026,3,5,3,4,115,61,176,988,0
34.6,42,1513,1675,1357,1821,1876,1626,1644,1202,1246,37,24,120,180,170,59,0,376,384,169,2026,5,15,9,0,8242,5718,13960,760,61
35.5,38,1447,1440,1227,842,1391,1362,1036,893,1256,35,28,120,180,184,68,0,395,344,143,2026,4,7,9,5,6347,4547,10894,739,63
32.0,38,227,199,182,141,174,195,128,152,168,0,0,174,5,68,32,0,321,336,147,2026,3,28,16,2,923,643,1566,657,0
31.8,45,30,29,13,21,8,10,33,30,0,0,0,10,5,20,10,0,532,511,0,2026,4,15,5,6,101,73,174,1043,0
33.7,48,14,40,2,36,34,4,1,30,36,0,0,12,5,20,10,0,627,661,0,2026,5,4,22,1,126,71,197,1288,0
28.1,40,164,153,176,155,179,153,171,149,152,8,0,153,5,74,29,0,304,315,126,2026,2,22,16,3,827,625,1452,619,8
29.5,56,20,7,11,36,13,37,5,14,3,0,0,8,5,20,10,0,566,595,0,2026,5,24,1,3,87,59,146,1161,0
30.7,52,29,20,20,22,22,18,21,23,23,0,0,75,5,20,10,0,674,681,0,2026,6,27,21,2,113,85,198,1355,0
30.8,38,104,121,108,96,151,106,106,119,110,2,7,130,5,209,100,0,313,333,255,2026,3,28,13,2,580,441,1021,646,9
32.1,38,1130,797,844,718,770,699,789,825,717,35,29,437,180,354,178,0,367,331,322,2026,3,19,13,4,4259,3030,7289,698,64
29.2,42,152,189,149,190,160,199,172,132,157,0,0,60,5,101,40,0,422,416,67,2026,2,14,8,2,840,660,1500,838,0
25.7,51,28,8,21,18,23,39,27,2,24,0,0,7,5,20,10,0,534,500,0,2026,3,28,2,2,98,92,190,1034,0
24.9,56,15,35,27,24,12,9,9,30,0,0,0,5,5,20,10,0,487,456,0,2026,2,4,2,6,113,48,161,943,0
26.5,46,75,68,59,64,64,51,49,53,62,0,0,40,5,102,39,0,426,416,40,2026,2,21,7,2,330,215,545,842,0
35.2,47,1738,1882,1279,1392,1374,1056,1052,1417,995,33,25,298,180,65,26,0,438,396,236,2026,6,8,10,1,7665,4520,12185,834,58
26.5,52,39,21,23,11,31,27,13,26,23,0,0,11,5,20,10,0,513,418,0,2026,2,4,0,6,125,89,214,931,0
31.0,52,633,643,471,430,507,578,451,537,562,5,0,260,5,292,94,0,544,462,0,2026,6,19,19,0,2684,2128,4812,1006,5
31.8,48,15,10,32,34,12,30,30,18,18,0,0,3,5,20,10,0,618,573,0,2026,4,6,4,1,103,96,199,1191,0
32.6,38,1326,1377,1404,1259,1298,1064,1206,1145,1172,24,27,120,180,150,68,0,335,326,149,2026,3,4,9,6,6664,4587,11251,661,51
30.7,51,164,154,154,158,188,95,155,130,142,0,0,35,5,20,10,0,682,598,0,2026,4,21,21,5,818,522,1340,1280,0
30.5,48,32,12,9,14,1,12,22,33,38,0,0,4,5,20,10,0,569,600,0,2026,4,28,5,5,68,105,173,1169,0
37.3,38,1460,1223,1252,1098,1066,1170,1039,860,1197,37,26,287,180,83,36,0,397,372,330,2026,4,10,14,0,6099,4266,10365,769,63
29.9,73,19,5,20,18,29,6,20,20,12,0,0,3,5,20,10,0,628,591,0,2026,6,6,3,2,91,58,149,1219,0
26.8,49,20,1,9,3,34,1,11,6,18,0,0,8,5,20,10,0,522,485,0,2026,2,6,0,0,67,36,103,1007,0
29.8,40,28,37,24,27,24,30,26,25,31,0,0,71,5,20,10,0,576,551,0,2026,3,14,21,2,140,112,252,1127,0
36.6,38,881,683,725,837,781,651,718,592,672,44,47,237,180,354,137,0,376,336,314,2026,4,10,13,0,3907,2633,6540,712,91
20.2,63,17,27,24,22,29,16,13,29,19,0,0,12,5,20,10,0,443,462,0,2026,1,24,2,2,119,77,196,905,0
28.4,38,973,986,755,634,900,520,604,577,581,37,33,287,180,383,143,0,329,309,229,2026,2,19,12,4,4248,2282,6530,638,70
36.3,38,511,578,567,572,638,495,394,418,486,28,28,300,180,166,62,0,582,536,110,2026,5,1,17,0,2866,1793,4659,1118,56
36.9,39,273,254,277,173,196,167,167,181,180,4,8,86,5,36,15,0,416,353,240,2026,5,16,10,2,1173,695,1868,769,12
28.7,38,726,873,788,750,718,693,698,579,560,43,30,312,180,365,171,0,329,335,244,2026,2,24,13,5,3855,2530,6385,664,73
33.5,61,559,433,483,407,413,347,392,411,401,0,0,40,5,151,59,0,450,491,65,2026,6,4,7,4,2295,1551,3846,941,0
26.2,53,38,9,37,11,39,32,16,10,21,0,0,14,5,20,10,0,476,467,0,2026,2,1,4,3,134,79,213,943,0
30.6,65,27,22,11,17,16,16,23,16,16,0,0,13,5,20,10,0,682,615,0,2026,6,17,23,6,93,71,164,1297,0
26.2,55,26,19,31,23,29,2,21,5,9,0,0,1,5,20,10,0,513,470,0,2026,2,6,2,0,128,37,165,983,0
28.2,45,221,168,158,165,196,161,121,180,145,0,0,60,5,91,34,0,478,392,57,2026,2,1,8,3,908,607,1515,870,0
33.8,42,105,82,52,82,72,66,75,76,93,0,0,132,5,146,70,0,554,503,46,2026,5,24,18,3,393,310,703,1057,0
30.6,51,17,7,24,25,8,17,5,4,4,0,0,13,5,20,10,0,571,537,0,2026,4,14,2,5,81,30,111,1108,0
33.9,38,1425,1040,1520,1612,1601,1519,1431,1567,1589,22,25,120,180,143,61,0,359,333,133,2026,3,11,9,6,7198,6106,13304,692,47
36.3,38,98,74,78,89,68,76,72,80,82,0,0,134,5,75,30,0,541,428,100,2026,4,4,17,2,407,310,717,969,0
28.2,44,196,193,208,207,211,164,192,156,195,0,0,80,5,91,39,0,324,302,90,2026,1,31,9,2,1015,707,1722,626,0
27.4,50,32,12,20,25,22,8,6,21,26,0,0,3,5,20,10,0,552,554,0,2026,3,27,23,0,111,61,172,1106,0
33.7,38,1711,1430,2128,1595,1701,1206,1165,1217,1525,24,24,475,180,139,49,0,334,363,161,2026,3,13,16,0,8565,5113,13678,697,48
27.2,46,34,15,15,13,10,5,6,27,1,0,0,5,5,20,10,0,504,500,0,2026,3,18,5,6,87,39,126,1004,0
34.2,47,203,179,138,110,167,127,128,138,161,0,0,226,5,294,108,0,543,573,0,2026,5,25,20,1,797,554,1351,1116,0
25.9,52,198,169,147,140,159,109,123,115,174,0,0,9,5,20,10,0,503,482,17,2026,2,16,6,1,813,521,1334,985,0
33.3,52,27,37,39,22,31,1,24,2,31,0,0,2,5,20,10,0,590,609,0,2026,5,13,5,6,156,58,214,1199,0
27.3,40,1600,1409,1697,1566,1364,1168,1179,1125,1304,26,23,263,180,71,24,0,343,292,132,2026,1,15,10,4,7636,4776,12412,635,49
30.3,59,4,0,0,21,39,4,9,37,40,0,0,14,5,20,10,0,551,520,0,2026,5,7,3,4,64,90,154,1071,0
31.9,50,497,531,467,681,673,470,578,563,607,3,4,270,5,261,96,1,556,507,59,2026,6,17,18,6,2849,2218,5067,1063,7
21.1,64,20,40,3,0,28,17,13,10,36,0,0,5,5,20,10,0,447,470,0,2026,1,25,2,3,91,76,167,917,0
32.4,67,36,37,11,1,20,11,11,9,36,0,0,6,5,20,10,0,604,586,0,2026,6,8,4,1,105,67,172,1190,0
34.3,38,1630,1338,1290,1197,1081,937,1043,1044,1204,26,31,331,180,136,54,1,347,307,161,2026,4,24,16,0,6536,4228,10764,654,57
33.7,43,27,26,25,26,25,23,22,23,26,0,0,58,5,20,10,0,640,594,0,2026,4,5,21,3,129,94,223,1234,0
30.8,48,6,18,26,1,29,16,22,22,22,0,0,7,5,20,10,0,546,531,0,2026,4,30,0,4,80,82,162,1077,0
36.7,38,1225,1368,1350,1011,1145,1184,933,1042,1400,44,39,354,180,89,39,0,332,352,284,2026,4,9,14,4,6099,4559,10658,684,83
27.9,47,5,15,22,15,11,29,25,16,8,0,0,2,5,23,6,0,343,299,137,2026,1,8,10,4,68,78,146,642,0
34.6,44,1406,1270,1265,1254,1368,1243,1181,1052,1211,38,36,323,180,137,42,0,426,384,247,2026,6,3,15,6,6563,4687,11250,810,74
26.3,46,67,55,45,58,69,51,49,55,55,0,0,40,5,110,42,0,435,404,32,2026,2,22,7,3,294,210,504,839,0
30.9,38,1371,1766,1109,1105,1349,1142,1049,1012,1488,14,5,80,5,161,66,0,439,425,80,2026,3,17,8,5,6700,4691,11391,864,19
36.3,38,212,222,221,147,203,174,152,187,168,0,0,80,5,106,36,0,396,371,175,2026,5,31,9,3,1005,681,1686,767,0
22.2,63,6,16,14,29,18,16,29,3,6,0,0,5,5,20,10,0,462,410,0,2026,1,26,4,1,83,54,137,872,0
25.2,52,13,39,38,4,9,36,40,31,6,0,0,0,5,20,10,0,516,470,0,2026,3,28,3,2,103,113,216,986,0
23.9,56,30,13,25,3,10,24,0,24,16,0,0,14,5,19,11,0,470,473,0,2026,1,2,1,0,81,64,145,943,0
26.5,41,1766,1454,1747,1060,1348,1194,1352,1247,1322,23,23,254,180,58,25,0,336,285,165,2026,1,28,10,6,7375,5115,12490,621,46
33.7,38,197,179,197,161,190,191,191,149,165,4,3,156,5,65,35,0,434,346,222,2026,4,19,15,3,924,696,1620,780,7
29.0,40,749,469,640,581,531,504,551,441,552,30,18,303,180,139,49,0,425,420,65,2026,2,26,17,4,2970,2048,5018,845,48
25.9,57,1,22,4,22,15,40,6,37,21,0,0,4,5,11,10,0,480,451,0,2026,1,8,5,4,64,104,168,931,0
28.7,60,5,12,30,6,28,34,23,3,40,0,0,0,5,20,10,0,586,545,0,2026,5,28,3,4,81,100,181,1131,0
27.7,43,626,599,636,396,551,502,560,461,406,8,9,284,5,252,95,0,413,401,0,2026,1,14,19,6,2808,1929,4737,814,17
24.9,53,194,163,158,168,176,145,147,114,163,0,0,12,5,20,10,0,481,412,14,2026,1,15,6,4,859,569,1428,893,0
36.9,38,161,186,184,156,178,143,166,157,145,3,6,193,5,46,17,0,384,360,301,2026,5,30,14,2,865,611,1476,744,9
28.9,43,152,140,171,139,192,147,149,134,190,0,0,60,5,121,36,0,420,389,56,2026,2,15,8,3,794,620,1414,809,0
21.7,63,15,37,20,22,37,1,22,36,36,0,0,4,5,20,10,0,483,474,0,2026,1,20,23,5,131,95,226,957,0
25.6,54,64,60,70,69,68,48,49,53,58,0,0,40,5,85,40,0,397,333,29,2026,1,31,7,2,331,208,539,730,0
34.6,38,524,765,599,526,685,445,524,494,553,7,11,255,5,243,99,0,498,496,0,2026,4,3,19,0,3099,2016,5115,994,18
30.6,39,1299,1509,1142,879,1336,1081,1054,969,1120,27,28,354,180,137,57,0,332,307,111,2026,2,10,16,5,6165,4224,10389,639,55
22.5,52,28,14,35,26,18,27,12,4,30,0,0,11,5,20,10,0,425,430,0,2026,2,25,1,6,121,73,194,855,0
30.7,50,9,40,2,15,10,25,20,0,36,0,0,15,5,20,10,0,661,604,0,2026,4,27,23,1,76,81,157,1265,0
28.6,52,5,9,4,17,25,5,19,28,26,0,0,6,5,20,10,0,540,468,0,2026,3,29,4,3,60,78,138,1008,0
33.4,42,605,552,448,525,631,498,500,470,521,3,12,232,5,269,102,0,505,538,0,2026,5,26,19,5,2761,1989,4750,1043,15
34.7,42,1187,1157,1026,1193,1306,1092,1048,978,1036,31,30,309,180,131,62,0,448,371,149,2026,6,11,16,4,5869,4154,10023,819,61
37.1,38,1191,775,777,744,1204,750,846,771,617,48,41,398,180,449,147,0,386,358,439,2026,5,7,12,4,4691,2984,7675,744,89
31.4,53,995,1290,1190,1055,1397,981,1025,1060,984,13,5,80,5,149,63,0,466,532,106,2026,6,1,8,1,5927,4050,9977,998,18
33.0,40,34,35,20,13,29,37,33,11,7,0,0,9,5,20,10,0,652,672,0,2026,5,15,22,0,131,88,219,1324,0
35.5,38,185,225,161,198,169,179,178,187,211,6,4,153,5,33,16,0,425,358,206,2026,4,4,10,2,938,755,1693,783,10
32.9,42,177,168,106,141,189,156,127,142,146,0,0,265,5,329,115,0,502,494,0,2026,4,24,20,0,781,571,1352,996,0
34.2,38,283,252,229,208,248,131,168,138,206,5,6,100,5,52,15,0,381,347,200,2026,4,26,10,3,1220,643,1863,728,11
32.9,49,219,240,280,253,258,216,250,212,191,0,5,169,5,40,16,0,403,360,386,2026,6,27,11,2,1250,869,2119,763,5
31.9,52,1213,1315,1654,1303,1345,1007,1022,1330,1149,35,24,241,180,67,24,0,402,328,238,2026,6,26,10,0,6830,4508,11338,730,59
32.4,55,525,443,448,404,450,307,310,327,398,0,0,40,5,148,61,0,504,522,62,2026,6,15,7,1,2270,1342,3612,1026,0
38.1,38,644,592,604,502,664,478,518,590,559,0,9,293,5,256,107,0,504,531,45,2026,5,4,18,1,3006,2145,5151,1035,9
31.7,38,1281,1146,1357,1107,1094,1080,1046,883,1006,3,9,80,5,152,70,0,448,436,90,2026,3,31,8,5,5985,4015,10000,884,12
28.9,41,21,11,2,16,20,10,0,27,13,0,0,15,5,13,11,0,452,409,0,2026,1,3,19,2,70,50,120,861,0
35.7,38,1180,1292,1272,1195,1146,987,1065,958,1161,35,44,375,180,87,39,0,374,335,282,2026,4,13,14,1,6085,4171,10256,709,79
25.9,56,11,18,2,0,19,36,38,6,21,0,0,9,5,24,15,0,459,436,0,2026,1,10,5,2,50,101,151,895,0
29.8,51,27,40,31,38,6,30,27,24,20,0,0,3,5,20,10,0,637,548,0,2026,5,16,3,2,142,101,243,1185,0
24.6,46,16,37,3,31,34,23,7,20,34,0,0,13,5,20,10,0,473,509,0,2026,2,28,0,2,121,84,205,982,0
34.1,45,236,196,177,221,215,152,170,168,172,0,0,8,5,20,10,0,600,533,25,2026,5,14,6,4,1045,662,1707,1133,0
29.4,39,24,5,15,16,20,14,29,8,5,0,0,18,5,23,15,0,355,305,102,2026,1,4,16,3,80,56,136,660,0
31.7,38,201,199,212,179,202,150,187,169,170,7,0,160,5,88,30,0,319,336,130,2026,3,22,16,3,993,676,1669,655,7
31.6,54,1452,1626,1278,1043,924,962,1134,1167,1078,22,25,120,180,163,69,0,386,360,192,2026,6,18,9,4,6323,4341,10664,746,47
35.2,38,1804,1465,1322,1303,1472,783,1260,1384,1267,28,33,297,180,70,27,0,381,342,247,2026,5,27,10,6,7366,4694,12060,723,61
35.9,38,174,167,124,162,166,149,173,145,167,0,0,74,5,20,10,0,696,632,0,2026,5,4,21,1,793,634,1427,1328,0
31.3,38,96,78,98,81,89,81,64,75,82,0,0,116,5,172,67,0,482,456,0,2026,3,28,19,2,442,302,744,938,0
37.8,38,804,704,694,679,535,681,581,552,665,20,26,426,180,144,52,0,508,526,88,2026,5,14,17,4,3416,2479,5895,1034,46
31.2,40,24,27,24,20,26,18,24,22,21,0,0,20,5,20,10,0,574,573,0,2026,3,28,21,2,121,85,206,1147,0
33.5,49,165,150,130,196,195,106,107,126,123,0,0,316,5,248,111,0,543,496,0,2026,6,9,20,5,836,462,1298,1039,0
33.3,39,164,139,165,140,196,142,149,135,153,0,0,218,5,238,108,0,541,438,0,2026,4,16,20,4,804,579,1383,979,0
34.2,48,1547,1330,1290,842,1447,1062,1183,1299,1277,25,23,120,180,197,66,0,405,372,150,2026,6,5,9,0,6456,4821,11277,777,48
27.1,41,114,111,110,103,115,82,86,79,113,6,5,90,5,255,104,0,320,256,236,2026,1,17,13,2,553,360,913,576,11
29.8,40,28,27,23,19,28,23,21,19,18,0,0,125,5,140,55,0,485,439,0,2026,3,22,20,3,125,81,206,924,0
27.9,38,718,522,599,569,527,494,436,571,453,21,17,267,180,156,56,0,452,407,63,2026,2,23,17,1,2935,1954,4889,859,38
32.9,50,1768,1355,1583,1202,1607,1509,1306,1119,1355,36,42,298,180,60,26,0,410,363,378,2026,6,17,11,6,7515,5289,12804,773,78
31.0,42,73,71,62,58,73,53,47,56,41,0,0,40,5,106,42,0,475,447,44,2026,3,29,7,3,337,197,534,922,0
30.2,44,33,7,13,29,30,2,10,35,23,0,0,3,5,20,10,0,570,549,0,2026,3,6,22,0,112,70,182,1119,0
29.0,41,231,201,184,165,197,187,162,198,150,0,2,163,5,77,28,0,333,322,125,2026,2,15,16,3,978,697,1675,655,2
31.6,48,1249,1488,1220,1526,1474,1152,1369,1227,1328,30,28,257,180,77,17,0,445,354,226,2026,6,24,10,6,6957,5076,12033,799,58
30.3,40,918,693,746,601,625,574,491,521,674,3,0,356,5,289,111,0,539,474,0,2026,3,20,19,0,3583,2260,5843,1013,3
31.9,38,605,603,560,550,686,482,421,480,495,2,8,308,5,301,109,0,414,392,0,2026,2,10,19,5,3004,1878,4882,806,10
26.9,46,786,529,402,523,673,605,417,519,495,0,1,262,5,341,91,0,436,416,0,2026,1,12,19,1,2913,2036,4949,852,1
26.2,55,14,24,7,31,10,7,14,6,18,0,0,11,5,20,10,0,555,545,0,2026,3,26,0,4,86,45,131,1100,0
35.6,42,194,194,173,205,229,201,176,161,169,0,0,49,5,20,10,0,661,621,0,2026,5,6,21,6,995,707,1702,1282,0
28.0,45,34,7,1,2,6,34,18,6,32,0,0,13,5,20,10,0,557,569,0,2026,3,25,22,6,50,90,140,1126,0
30.1,45,34,16,0,19,18,22,25,25,37,0,0,0,5,20,10,0,607,583,0,2026,3,12,22,4,87,109,196,1190,0
26.6,41,852,755,581,725,798,578,532,741,714,38,33,283,180,432,155,0,315,313,209,2026,1,26,13,1,3711,2565,6276,628,71
34.7,38,1662,1582,1616,1382,1889,1374,1439,1260,1367,40,39,228,180,68,28,0,376,364,281,2026,4,30,11,4,8131,5440,13571,740,79
33.7,45,1480,1375,868,1066,1362,1023,1152,1181,1096,42,47,359,180,83,35,0,401,355,313,2026,6,15,14,1,6151,4452,10603,756,89
31.8,38,1551,1590,1506,1417,1576,1156,1346,1081,1275,24,11,120,180,169,50,0,372,309,156,2026,3,18,9,6,7640,4858,12498,681,35
26.8,38,192,197,184,178,175,179,135,166,192,1,1,189,5,79,30,0,346,277,121,2026,1,18,15,3,926,672,1598,623,2
33.6,51,0,5,33,15,26,16,31,10,13,0,0,14,5,20,10,0,668,654,0,2026,6,7,22,3,79,70,149,1322,0
39.0,38,1553,1395,1251,1539,1592,1381,1217,1408,1362,36,35,401,180,100,39,0,458,359,348,2026,5,6,14,6,7330,5368,12698,817,71
33.9,46,26,24,30,8,21,11,6,19,22,0,0,5,5,20,10,0,675,582,0,2026,5,1,23,0,109,58,167,1257,0
25.9,52,26,10,11,1,8,15,16,5,13,0,0,5,5,20,10,0,525,513,0,2026,2,4,23,6,56,49,105,1038,0
24.2,48,208,186,168,131,174,157,133,162,173,0,0,294,5,278,114,0,466,416,0,2026,1,21,20,6,867,625,1492,882,0
32.4,39,152,149,184,166,198,128,144,147,162,0,0,46,5,20,10,0,609,520,0,2026,3,4,21,6,849,581,1430,1129,0
30.0,74,27,5,32,22,2,30,25,5,3,0,0,14,5,20,10,0,541,558,0,2026,6,29,4,1,88,63,151,1099,0
24.7,46,188,164,167,163,166,138,136,156,157,0,0,45,5,20,10,0,505,437,0,2026,1,23,21,0,848,587,1435,942,0
23.6,59,12,9,33,15,3,38,25,20,8,0,0,0,5,20,10,0,416,423,0,2026,1,24,5,2,72,91,163,839,0
29.8,48,33,21,36,31,29,29,36,2,5,0,0,9,5,20,10,0,522,552,0,2026,3,13,23,0,150,72,222,1074,0
37.6,40,1021,847,637,915,747,788,931,652,881,33,45,403,180,381,171,0,404,348,437,2026,5,6,12,6,4167,3252,7419,752,78
23.0,56,15,15,3,33,14,40,14,3,6,0,0,13,5,20,12,0,513,406,0,2026,1,10,2,2,80,63,143,919,0
31.7,48,617,592,541,511,688,416,548,395,626,9,11,215,5,282,100,0,554,529,54,2026,6,23,18,5,2949,1985,4934,1083,20
28.1,39,1360,1707,1138,1512,1451,1120,1213,1294,1484,32,25,246,180,79,30,0,355,329,184,2026,2,17,10,5,7168,5111,12279,684,57
27.4,49,23,27,22,20,0,19,15,8,30,0,0,20,5,28,14,0,394,365,54,2026,1,9,17,0,92,72,164,759,0
33.1,40,14,36,32,36,40,35,26,34,7,0,0,1,5,20,10,0,542,551,0,2026,4,10,22,0,158,102,260,1093,0
33.3,39,1357,1645,1297,1305,1397,769,1032,926,1403,14,22,120,180,153,56,0,392,365,188,2026,5,22,9,0,7001,4130,11131,757,36
38.0,38,1474,1433,1458,1536,1523,1265,1200,1300,1338,30,36,475,180,166,50,0,370,372,236,2026,5,5,15,5,7424,5103,12527,742,66
31.7,59,25,22,25,20,23,22,20,21,17,0,0,12,5,20,10,0,594,644,20,2026,6,13,6,2,115,80,195,1238,0
35.6,38,793,749,788,736,602,669,643,677,761,39,47,281,180,346,159,0,371,361,413,2026,4,8,13,6,3668,2750,6418,732,86
30.8,38,682,787,771,796,837,608,540,662,764,43,45,280,180,364,141,0,335,312,205,2026,2,9,12,1,3873,2574,6447,647,88
34.7,38,192,203,164,141,207,150,169,157,165,0,5,162,5,52,20,0,364,376,304,2026,5,23,14,2,907,641,1548,740,5
21.9,64,2,25,21,15,3,30,17,23,1,0,0,10,5,20,10,0,461,416,0,2026,1,23,4,0,66,71,137,877,0
34.8,38,1161,926,1281,1151,1371,1151,1171,1021,1136,42,34,300,180,103,29,0,412,384,286,2026,6,3,14,6,5890,4479,10369,796,76
34.4,38,1523,1284,1538,1389,1404,1012,1069,1067,1389,20,30,237,180,74,27,0,391,344,212,2026,4,13,10,1,7138,4537,11675,735,50
27.6,57,6,14,13,19,32,19,20,33,30,0,0,3,5,20,10,0,596,561,0,2026,4,24,3,0,84,102,186,1157,0
33.5,38,193,177,186,154,165,108,190,168,166,1,2,144,5,57,30,0,373,353,156,2026,3,8,16,3,875,632,1507,726,3
30.4,48,31,13,34,10,24,16,25,2,36,0,0,2,5,20,10,0,652,545,0,2026,4,20,23,1,112,79,191,1197,0
27.1,40,1460,1210,1382,1004,1106,1136,1038,992,1245,31,34,391,180,155,62,0,320,326,122,2026,1,27,15,5,6162,4411,10573,646,65
29.9,67,38,10,4,22,33,7,33,36,31,0,0,0,5,20,10,0,647,664,0,2026,6,24,22,6,107,107,214,1311,0
34.4,44,1130,1310,1509,781,863,1146,1079,1134,1053,17,25,375,180,128,51,0,337,336,159,2026,6,1,16,1,5593,4412,10005,673,42
24.1,59,40,7,1,17,15,14,8,6,34,0,0,2,5,28,11,0,482,479,0,2026,1,1,0,4,80,62,142,961,0
